hit_rate,player,defender
1.0,dennis schroder,"Aminu, Al-Farouq"
1.0,marcin gortat,"Smith, J.R."
1.0,bradley beal,"Hickson, JJ"
1.0,garrett temple,"Bogdanovic, Bojan"
1.0,dante cunningham,"Ross, Terrence"
1.0,amir johnson,"Stoudemire, Amar'e"
1.0,gary neal,"Westbrook, Russell"
1.0,lance stephenson,"Budinger, Chase"
1.0,marvin williams,"Green, Jeff"
1.0,trevor booker,"Gortat, Marcin"
1.0,enes kanter,"Young, Thaddeus"
1.0,dante exum,"Green, Jeff"
1.0,dante exum,"Davis, Anthony"
1.0,jon ingles,"Matthews, Wesley"
1.0,harrison barnes,"Mirotic, Nikola"
1.0,leandro barbosa,"Crowder, Jae"
1.0,shaun livingston,"Shumpert, Iman"
1.0,andrew bogut,"Price, Ronnie"
1.0,paul millsap,"Gordon, Eric"
1.0,kyle korver,"Robinson, Glenn"
1.0,pero antic,"Larkin, Shane"
1.0,demarre carroll,"Conley, Mike"
1.0,terrence ross,"Wright, Brandan"
1.0,bismack biyombo,"Crabbe, Allen"
1.0,al jefferson,"Chandler, Wilson"
1.0,gary neal,"West, David"
1.0,derrick favors,"Turner, Evan"
1.0,ronnie price,"Williams, Mo"
1.0,wesley johnson,"Miles, CJ"
1.0,dennis schroder,"Bogdanovic, Bojan"
1.0,kent bazemore,"Jones, James"
1.0,otto porter,"O'Quinn, Kyle"
1.0,omer asik,"Lin, Jeremy"
1.0,tyreke evans,"Noel, Nerlens"
1.0,tyler hansbrough,"Gasol, Marc"
1.0,terrence ross,"Covington, Robert"
1.0,brian roberts,"Barea, Jose Juan"
1.0,gerald henderson,"Grant, Jerami"
1.0,marvin williams,"Griffin, Blake"
1.0,nick young,"Wall, John"
1.0,stephen curry,"Schroder, Dennis"
1.0,klay thompson,"Stoudemire, Amar'e"
1.0,marreese speights,"Young, Nick"
1.0,dennis schroder,"Villanueva, Charlie"
1.0,dennis schroder,"Johnson, Joe"
1.0,mike scott,"Gibson, Taj"
1.0,jeff teague,"Davis, Glen"
1.0,demarre carroll,"Thompson, Tristan"
1.0,kevin seraphin,"Burks, Alec"
1.0,ryan anderson,"Sessions, Ramon"
1.0,ryan anderson,"Chandler, Wilson"
1.0,terrence ross,"Gutierrez, Jorge"
1.0,al jefferson,"Marion, Shawn"
1.0,gary neal,"Perkins, Kendrick"
1.0,michael kidd-gilchrist,"Varejao, Anderson"
1.0,lance stephenson,"Lucas III, John"
1.0,jason maxiell,"Dorsey, Joey"
1.0,derrick favors,"McLemore, Ben"
1.0,dante exum,"Jordan, Jerome"
1.0,trey burke,"McDaniels, KJ"
1.0,trey burke,"Anderson, Ryan"
1.0,jeremy lin,"Chalmers, Mario"
1.0,jeremy lin,"Diaw, Boris"
1.0,wesley johnson,"Wright, Dorell"
1.0,stephen curry,"Butler, Jimmy"
1.0,stephen curry,"Dedmon, Dewayne"
1.0,al horford,"Augustin, D.J."
1.0,pero antic,"Bass, Brandon"
1.0,kent bazemore,"Ariza, Trevor"
1.0,mike scott,"Price, Ronnie"
1.0,demarre carroll,"Seraphin, Kevin"
1.0,marcin gortat,"Korver, Kyle"
1.0,rasual butler,"Tolliver, Anthony"
1.0,rasual butler,"Chandler, Wilson"
1.0,ryan anderson,"Rose, Derrick"
1.0,tyler hansbrough,"Plumlee, Mason"
1.0,kyle lowry,"Lin, Jeremy"
1.0,gary neal,"Olynyk, Kelly"
1.0,michael kidd-gilchrist,"Harris, Devin"
1.0,marvin williams,"Gortat, Marcin"
1.0,jon ingles,"Duncan, Tim"
1.0,kobe bryant,"Anderson, Ryan"
1.0,stephen curry,"Shumpert, Iman"
1.0,draymond green,"Middleton, Khris"
1.0,kent bazemore,"Ginobili, Manu"
1.0,otto porter,"Irving, Kyrie"
1.0,bradley beal,"Clarkson, Jordan"
1.0,bradley beal,"Mozgov, Timofey"
1.0,garrett temple,"Carroll, DeMarre"
1.0,paul pierce,"Mahinmi, Ian"
1.0,tyreke evans,"Wall, John"
1.0,al jefferson,"Karasev, Sergey"
1.0,gary neal,"Cunningham, Dante"
1.0,gerald henderson,"Foye, Randy"
1.0,kemba walker,"Korver, Kyle"
1.0,gordon hayward,"Harris, Gary"
1.0,gordon hayward,"O'Bryant, Johnny"
1.0,gordon hayward,"Williams, Shawne"
1.0,gordon hayward,"Beverley, Patrick"
1.0,dante exum,"Gasol, Marc"
1.0,rudy gobert,"Ibaka, Serge"
1.0,rudy gobert,"Gallinari, Danilo"
1.0,nick young,"Anderson, Ryan"
1.0,robert sacre,"Anderson, Ryan"
1.0,dennis schroder,"Hickson, JJ"
1.0,kyle korver,"Budinger, Chase"
1.0,pero antic,"Harkless, Maurice"
1.0,kent bazemore,"Jordan, DeAndre"
1.0,mike scott,"Henderson, Gerald"
1.0,marcin gortat,"Rivers, Austin"
1.0,garrett temple,"Wade, Dwyane"
1.0,rasual butler,"Jordan, Jerome"
1.0,kyle lowry,"Butler, Caron"
1.0,brian roberts,"Marion, Shawn"
1.0,gerald henderson,"Sefolosha, Thabo"
1.0,gordon hayward,"Sessions, Ramon"
1.0,gordon hayward,"Bass, Brandon"
1.0,enes kanter,"Roberson, Andre"
1.0,dante exum,"Robinson, Nate"
1.0,jordan hill,"Biyombo, Bismack"
1.0,shaun livingston,"Young, Thaddeus"
1.0,paul millsap,"Lee, Courtney"
1.0,paul millsap,"Stokes, Jarnell"
1.0,pero antic,"Butler, Caron"
1.0,kent bazemore,"Bryant, Kobe"
1.0,nene hilario,"Wade, Dwyane"
1.0,nene hilario,"Hawes, Spencer"
1.0,tyreke evans,"Biyombo, Bismack"
1.0,luke babbitt,"Turkoglu, Hedo"
1.0,derrick favors,"Augustin, D.J."
1.0,trey burke,"Thornton, Marcus"
1.0,jeremy lin,"Hickson, JJ"
1.0,jeremy lin,"Jefferson, Richard"
1.0,ronnie price,"Cole, Norris"
1.0,nick young,"Young, Thaddeus"
1.0,shaun livingston,"Joseph, Cory"
1.0,andre iguodala,"Wall, John"
1.0,draymond green,"Canaan, Isaiah"
1.0,pero antic,"Stuckey, Rodney"
1.0,rasual butler,"Smith, Ish"
1.0,rasual butler,"Rondo, Rajon"
1.0,rasual butler,"Wilcox, CJ"
1.0,nene hilario,"Noel, Nerlens"
1.0,john wall,"Neal, Gary"
1.0,omer asik,"Splitter, Tiago"
1.0,dante cunningham,"Villanueva, Charlie"
1.0,tyler hansbrough,"Gooden, Drew"
1.0,kyle lowry,"Cunningham, Jared"
1.0,terrence ross,"Brown, Markel"
1.0,gerald henderson,"Adams, Steven"
1.0,michael kidd-gilchrist,"Westbrook, Russell"
1.0,lance stephenson,"Marion, Shawn"
1.0,jason maxiell,"Scott, Mike"
1.0,trevor booker,"Hummel, Robbie"
1.0,trevor booker,"Papanikolaou, Kostas"
1.0,leandro barbosa,"Butler, Rasual"
1.0,pero antic,"Harris, Gary"
1.0,otto porter,"Martin, Kevin"
1.0,kris humphries,"Dorsey, Joey"
1.0,john wall,"O'Quinn, Kyle"
1.0,omer asik,"Dorsey, Joey"
1.0,brian roberts,"Middleton, Khris"
1.0,cody zeller,"Chandler, Tyson"
1.0,trevor booker,"Kelly, Ryan"
1.0,jeremy lin,"Leonard, Kawhi"
1.0,ed davis,"Aldridge, LaMarcus"
1.0,nick young,"Oladipo, Victor"
1.0,nick young,"Gasol, Marc"
1.0,robert sacre,"Leonard, Kawhi"
1.0,leandro barbosa,"Splitter, Tiago"
1.0,klay thompson,"Aminu, Al-Farouq"
1.0,andre iguodala,"Nowitzki, Dirk"
1.0,demarre carroll,"Booker, Trevor"
1.0,kris humphries,"Maxiell, Jason"
1.0,paul pierce,"Bogdanovic, Bojan"
1.0,rasual butler,"Johnson, James"
1.0,omer asik,"Davis, Glen"
1.0,anthony davis,"Beverley, Patrick"
1.0,cody zeller,"Young, Thaddeus"
1.0,gordon hayward,"Hickson, JJ"
1.0,jeremy lin,"Gortat, Marcin"
1.0,wayne ellington,"Lamb, Jeremy"
1.0,jordan hill,"Mack, Shelvin"
1.0,marreese speights,"Millsap, Paul"
1.0,andrew bogut,"Mahinmi, Ian"
1.0,andre iguodala,"Ellis, Monta"
1.0,john wall,"Horford, Al"
1.0,ryan anderson,"Carter-Williams, Michael"
1.0,jimmer dredette,"Daye, Austin"
1.0,kyle lowry,"Beverley, Patrick"
1.0,thabo sefolosha,"Brooks, Aaron"
1.0,brian roberts,"Henry, Xavier"
1.0,cody zeller,"Carter, Vince"
1.0,gerald henderson,"Mahinmi, Ian"
1.0,lance stephenson,Nene
1.0,marvin williams,"Plumlee, Miles"
1.0,gordon hayward,"Casspi, Omri"
1.0,dante exum,"Vasquez, Greivis"
1.0,trey burke,"DeRozan, DeMar"
1.0,carlos boozer,"Hibbert, Roy"
1.0,jeremy lin,"Knight, Brandon"
1.0,jeremy lin,"Monroe, Greg"
1.0,wayne ellington,"Paul, Chris"
1.0,nick young,"Wolters, Nate"
1.0,nick young,"Kuzmic, Ognjen"
1.0,klay thompson,"Zeller, Tyler"
1.0,shaun livingston,"Papanikolaou, Kostas"
1.0,mike scott,"Morris, Darius"
1.0,mike scott,Nene
1.0,mike scott,"Papanikolaou, Kostas"
1.0,kris humphries,"Scott, Mike"
1.0,bradley beal,"Maxiell, Jason"
1.0,bradley beal,"Burke, Trey"
1.0,paul pierce,"Bledsoe, Eric"
1.0,jrue holiday,"Daye, Austin"
1.0,jrue holiday,"Marion, Shawn"
1.0,jimmer dredette,"Bairstow, Cameron"
1.0,jimmer dredette,"Grant, Jerami"
1.0,kyle lowry,"Dellavedova, Matthew"
1.0,gary neal,"Marshall, Kendall"
1.0,kemba walker,"Johnson, Joe"
1.0,wesley johnson,"Robinson, Nate"
1.0,kent bazemore,"Booker, Trevor"
1.0,otto porter,"Green, Willie"
1.0,paul pierce,"Green, Willie"
1.0,paul pierce,"Anderson, Alan"
1.0,rasual butler,"Harris, Joe"
1.0,jrue holiday,"Landry, Carl"
1.0,luke babbitt,"Beasley, Michael"
1.0,al jefferson,"Deng, Luol"
1.0,gary neal,"Stuckey, Rodney"
1.0,marvin williams,"Evans, Tyreke"
1.0,gordon hayward,"Augustin, D.J."
1.0,jon ingles,"Zeller, Tyler"
1.0,trey burke,"Bonner, Matt"
1.0,ronnie price,"Neal, Gary"
1.0,robert sacre,"Augustin, D.J."
1.0,leandro barbosa,"Bogdanovic, Bojan"
1.0,shaun livingston,"Clarkson, Jordan"
1.0,andrew bogut,"Johnson, James"
1.0,pero antic,"Freeland, Joel"
1.0,otto porter,"Davis, Anthony"
1.0,garrett temple,"Barnes, Harrison"
1.0,nene hilario,"Whittington, Shayne"
1.0,john wall,"Matthews, Wesley"
1.0,tyreke evans,"Gooden, Drew"
1.0,kyle lowry,"Gordon, Ben"
1.0,michael kidd-gilchrist,"Morris, Markieff"
1.0,lance stephenson,"Smith, Jason"
1.0,gordon hayward,"Lauvergne, Joffrey"
1.0,gordon hayward,"Motiejunas, Donatas"
1.0,trevor booker,"Davis, Ed"
1.0,kobe bryant,"Olynyk, Kelly"
1.0,nick young,"Landry, Carl"
1.0,robert sacre,"Smith, Josh"
1.0,harrison barnes,"Kelly, Ryan"
1.0,leandro barbosa,"Millsap, Paul"
1.0,marreese speights,"Clarkson, Jordan"
1.0,andrew bogut,"Copeland, Chris"
1.0,draymond green,"Drummond, Andre"
1.0,draymond green,"Williams, Marvin"
1.0,al horford,"Smith, Jason"
1.0,kent bazemore,"Barea, Jose Juan"
1.0,jeff teague,"O'Quinn, Kyle"
1.0,otto porter,"Robinson, Glenn"
1.0,rasual butler,"Mills, Patty"
1.0,omer asik,"Bonner, Matt"
1.0,tyler hansbrough,"Hardaway Jr., Tim"
1.0,cody zeller,"Nowitzki, Dirk"
1.0,gary neal,"Butler, Rasual"
1.0,kemba walker,"Price, A.J."
1.0,jason maxiell,"Singler, Kyle"
1.0,jason maxiell,"Caldwell-Pope, Kentavious"
1.0,gordon hayward,"Jerebko, Jonas"
1.0,gordon hayward,"Terry, Jason"
1.0,derrick favors,"Green, Gerald"
1.0,derrick favors,"Nelson, Jameer"
1.0,rudy gobert,"Allen, Tony"
1.0,carlos boozer,"Johnson, Amir"
1.0,carlos boozer,"Asik, Omer"
1.0,leandro barbosa,"Motiejunas, Donatas"
1.0,andre iguodala,"Carroll, DeMarre"
1.0,draymond green,"Allen, Tony"
1.0,dennis schroder,"Pressey, Phil"
1.0,dennis schroder,"Wall, John"
1.0,dennis schroder,"Fournier, Evan"
1.0,kent bazemore,"Williams, Lou"
1.0,otto porter,"Thomas, Malcolm"
1.0,garrett temple,"Bayless, Jerryd"
1.0,kevin seraphin,"Williams, Deron"
1.0,john wall,"Adams, Steven"
1.0,alexis ajinca,"Davis, Ed"
1.0,tyler hansbrough,"Diaw, Boris"
1.0,brian roberts,"Lucas III, John"
1.0,dante exum,"Noah, Joakim"
1.0,trey burke,"Wright, Brandan"
1.0,trey burke,"Gay, Rudy"
1.0,wesley johnson,"Humphries, Kris"
1.0,jordan hill,"Galloway, Langston"
1.0,nick young,"Thompson, Jason"
1.0,stephen curry,"Harris, Tobias"
1.0,andre iguodala,"Covington, Robert"
1.0,al horford,"Hayward, Gordon"
1.0,thabo sefolosha,"Conley, Mike"
1.0,dennis schroder,"Brooks, Aaron"
1.0,paul millsap,"Brewer, Corey"
1.0,kyle korver,"Chandler, Wilson"
1.0,mike scott,"Jones, Terrence"
1.0,mike scott,"Evans, Tyreke"
1.0,mike scott,"Davis, Ed"
1.0,demarre carroll,"Martin, Kevin"
1.0,kris humphries,"Farmar, Jordan"
1.0,bradley beal,"Hinrich, Kirk"
1.0,kevin seraphin,"Wear, Travis"
1.0,john wall,"Richardson, Jason"
1.0,tyreke evans,"Mahinmi, Ian"
1.0,jimmer dredette,"Butler, Rasual"
1.0,jimmer dredette,"Antic, Pero"
1.0,tyler hansbrough,"Butler, Jimmy"
1.0,al jefferson,"Bayless, Jerryd"
1.0,michael kidd-gilchrist,Nene
1.0,marvin williams,"Johnson, Amir"
1.0,jason maxiell,"Diaw, Boris"
1.0,enes kanter,"Gay, Rudy"
1.0,enes kanter,"Bogdanovic, Bojan"
1.0,dante exum,"Sims, Henry"
1.0,trey burke,"Oladipo, Victor"
1.0,kobe bryant,"Stuckey, Rodney"
1.0,nick young,"Randolph, Shavlik"
1.0,robert sacre,"Harris, Tobias"
1.0,thabo sefolosha,"Hill, Jordan"
1.0,mike scott,"Harden, James"
1.0,nene hilario,"Diaw, Boris"
1.0,john wall,"Davis, Ed"
1.0,john wall,"Carroll, DeMarre"
1.0,jrue holiday,"Hill, Jordan"
1.0,jrue holiday,"Bryant, Kobe"
1.0,luke babbitt,"Gooden, Drew"
1.0,dante cunningham,"Gasol, Marc"
1.0,terrence ross,"Green, Jeff"
1.0,kemba walker,"Harris, Devin"
1.0,michael kidd-gilchrist,"Davis, Anthony"
1.0,michael kidd-gilchrist,"Payton, Elfrid"
1.0,michael kidd-gilchrist,"Korver, Kyle"
1.0,jason maxiell,"Mayo, O.J."
1.0,trey burke,"Temple, Garrett"
1.0,nick young,"Scola, Luis"
1.0,nick young,"Zeller, Tyler"
1.0,leandro barbosa,"Cousins, DeMarcus"
1.0,leandro barbosa,"Singler, Kyle"
1.0,marreese speights,"DeRozan, DeMar"
1.0,al horford,"Aminu, Al-Farouq"
1.0,paul millsap,"James, Bernard"
1.0,andre miller,"Adams, Steven"
1.0,paul pierce,"Williams, Deron"
1.0,omer asik,"Thompson, Tristan"
1.0,tyreke evans,"Jordan, DeAndre"
1.0,tyreke evans,"Gay, Rudy"
1.0,anthony davis,"Augustin, D.J."
1.0,anthony davis,"Payton, Elfrid"
1.0,jimmer dredette,"Barton, Will"
1.0,kyle lowry,"Dorsey, Joey"
1.0,terrence ross,"Lin, Jeremy"
1.0,brian roberts,"Carroll, DeMarre"
1.0,brian roberts,"Teague, Jeff"
1.0,michael kidd-gilchrist,"Williams, Lou"
1.0,dante exum,"Evans, Tyreke"
1.0,trey burke,"Collison, Nick"
1.0,carlos boozer,"Deng, Luol"
1.0,jeremy lin,"Butler, Jimmy"
1.0,ed davis,"Korver, Kyle"
1.0,ronnie price,"Pressey, Phil"
1.0,kyle korver,"Beverley, Patrick"
1.0,jeff teague,"Leonard, Meyers"
1.0,demarre carroll,"Dedmon, Dewayne"
1.0,demarre carroll,"Henson, John"
1.0,otto porter,"Smith, Ish"
1.0,bradley beal,"Dunleavy, Mike"
1.0,paul pierce,"Sacre, Robert"
1.0,jimmer dredette,"Ezeli, Festus"
1.0,gary neal,"Williams, Lou"
1.0,shaun livingston,"Ennis, James"
1.0,mike scott,"Young, Thaddeus"
1.0,demarre carroll,"Blake, Steve"
1.0,demarre carroll,"Napier, Shabazz"
1.0,otto porter,"Williams, Lou"
1.0,bradley beal,"Len, Alex"
1.0,bradley beal,"Diaw, Boris"
1.0,ryan anderson,"Pekovic, Nikola"
1.0,tyreke evans,"Dellavedova, Matthew"
1.0,kyle lowry,"Biyombo, Bismack"
1.0,gary neal,"McDaniels, KJ"
1.0,gerald henderson,"Singler, Kyle"
1.0,lance stephenson,"Griffin, Blake"
1.0,trevor booker,"Hickson, JJ"
1.0,trevor booker,"Ibaka, Serge"
1.0,robert sacre,"Olynyk, Kelly"
1.0,marreese speights,"Sullinger, Jared"
1.0,thabo sefolosha,"Porter, Otto"
1.0,mike scott,"James, LeBron"
1.0,jeff teague,"Carter, Vince"
1.0,otto porter,"Morrow, Anthony"
1.0,garrett temple,"Williams, Lou"
1.0,jimmer dredette,"Thompson, Tristan"
1.0,tyler hansbrough,"Humphries, Kris"
1.0,terrence ross,"Miles, CJ"
1.0,tyler hansbrough,"Dedmon, Dewayne"
1.0,marvin williams,"Chandler, Wilson"
1.0,jeremy lin,"Rose, Derrick"
1.0,kobe bryant,"Cousins, DeMarcus"
1.0,robert sacre,"Scola, Luis"
1.0,harrison barnes,"Johnson, James"
1.0,klay thompson,"Oladipo, Victor"
1.0,kent bazemore,"Burke, Trey"
1.0,bradley beal,"Anthony, Carmelo"
1.0,jrue holiday,"Plumlee, Miles"
1.0,kyle lowry,"Wear, Travis"
1.0,michael kidd-gilchrist,"Harris, Gary"
1.0,michael kidd-gilchrist,"Hansbrough, Tyler"
1.0,marvin williams,"Ariza, Trevor"
1.0,derrick favors,"Cole, Norris"
1.0,jeremy lin,"Wall, John"
1.0,wesley johnson,"Williams, Mo"
1.0,stephen curry,"Augustin, D.J."
1.0,marreese speights,"Napier, Shabazz"
1.0,shaun livingston,"Chandler, Tyson"
1.0,shaun livingston,"Zeller, Tyler"
1.0,dennis schroder,"Redick, JJ"
1.0,pero antic,"Johnson, Joe"
1.0,demarre carroll,"Carter, Vince"
1.0,demarre carroll,"Knight, Brandon"
1.0,kevin seraphin,"Harkless, Maurice"
1.0,kevin seraphin,"Jefferson, Al"
1.0,kevin seraphin,"Morris, Markieff"
1.0,rasual butler,"Faried, Kenneth"
1.0,jrue holiday,"Shumpert, Iman"
1.0,dante cunningham,"Scola, Luis"
1.0,dante cunningham,"Drew, Larry"
1.0,kyle lowry,"Drummond, Andre"
1.0,kyle lowry,"Harris, Tobias"
1.0,brian roberts,"Freeland, Joel"
1.0,al jefferson,"Jefferson, Richard"
1.0,al jefferson,"O'Quinn, Kyle"
1.0,gary neal,"Lowry, Kyle"
1.0,jason maxiell,"Kuzmic, Ognjen"
1.0,gordon hayward,"Hill, Jordan"
1.0,trevor booker,"Joseph, Cory"
1.0,kobe bryant,"Whiteside, Hassan"
1.0,robert sacre,"Kaman, Chris"
1.0,harrison barnes,"Watson, CJ"
1.0,leandro barbosa,"Cole, Norris"
1.0,leandro barbosa,"Teletovic, Mirza"
1.0,marcin gortat,"Perkins, Kendrick"
1.0,kris humphries,"Price, A.J."
1.0,paul pierce,"Smith, J.R."
1.0,rasual butler,"Carter-Williams, Michael"
1.0,nene hilario,"Morris, Markieff"
1.0,omer asik,"Anthony, Joel"
1.0,jrue holiday,"Wright, Brandan"
1.0,jrue holiday,"Cherry, Will"
1.0,dante cunningham,"Chandler, Tyson"
1.0,pero antic,"Hill, Jordan"
1.0,brian roberts,"Crowder, Jae"
1.0,brian roberts,"Noel, Nerlens"
1.0,trevor booker,"Ginobili, Manu"
1.0,trey burke,"Miller, Andre"
1.0,ed davis,"Galloway, Langston"
1.0,wesley johnson,"Mekel, Gal"
1.0,robert sacre,"Jerebko, Jonas"
1.0,harrison barnes,"Novak, Steve"
1.0,stephen curry,"Biyombo, Bismack"
1.0,draymond green,"Morrow, Anthony"
1.0,draymond green,"Williams, Lou"
1.0,thabo sefolosha,"Wallace, Gerald"
1.0,marcin gortat,"Rose, Derrick"
1.0,kevin seraphin,"Andersen, Chris"
1.0,rasual butler,"James, LeBron"
1.0,ryan anderson,"Papanikolaou, Kostas"
1.0,dante cunningham,"Caldwell-Pope, Kentavious"
1.0,terrence ross,"Brewer, Corey"
1.0,gary neal,"Davis, Anthony"
1.0,kemba walker,"Barnes, Harrison"
1.0,lance stephenson,"Bazemore, Kent"
1.0,enes kanter,"Black, Tarik"
1.0,jeremy lin,"Holiday, Justin"
1.0,jeremy lin,"Sloan, Donald"
1.0,ed davis,"Smith, Josh"
1.0,wayne ellington,"Amundson, Lou"
1.0,robert sacre,"Batum, Nicolas"
1.0,stephen curry,"Galloway, Langston"
1.0,al horford,"Allen, Tony"
1.0,pero antic,"Drummond, Andre"
1.0,mike scott,"Williams, Mo"
1.0,demarre carroll,"Thompson, Hollis"
1.0,bradley beal,"Dudley, Jared"
1.0,garrett temple,"Dellavedova, Matthew"
1.0,kevin seraphin,"Drummond, Andre"
1.0,john wall,"Smith, Ish"
1.0,john wall,"Sefolosha, Thabo"
1.0,john wall,"Antetokounmpo, Giannis"
1.0,luke babbitt,"Roberson, Andre"
1.0,anthony davis,"Chandler, Wilson"
1.0,jimmer dredette,"Wear, Travis"
1.0,terrence ross,"Stoudemire, Amar'e"
1.0,kemba walker,"Gordon, Ben"
1.0,marvin williams,"Drummond, Andre"
1.0,dante exum,"Lillard, Damian"
1.0,jon ingles,"Watson, CJ"
1.0,jon ingles,"Ibaka, Serge"
1.0,trey burke,"O'Bryant, Johnny"
1.0,rudy gobert,"Ellis, Monta"
1.0,carlos boozer,"Robinson, Nate"
1.0,wayne ellington,"Morris, Markieff"
1.0,wesley johnson,"Gordon, Aaron"
1.0,stephen curry,"Noah, Joakim"
1.0,andrew bogut,Nene
1.0,andre iguodala,"Rudez, Damjan"
1.0,draymond green,"Cunningham, Dante"
1.0,draymond green,"Ellis, Monta"
1.0,john wall,"Johnson, Joe"
1.0,tyler hansbrough,"Bazemore, Kent"
1.0,terrence ross,"Ingles, Joe"
1.0,terrence ross,"Conley, Mike"
1.0,brian roberts,"Barbosa, Leandro"
1.0,al jefferson,"Carroll, DeMarre"
1.0,lance stephenson,"Brown, Shannon"
1.0,jason maxiell,"Miller, Mike"
1.0,jon ingles,"Morrow, Anthony"
1.0,wayne ellington,"Love, Kevin"
1.0,robert sacre,"Irving, Kyrie"
1.0,andre iguodala,"Hairston, PJ"
1.0,draymond green,"Millsap, Paul"
1.0,al horford,"Ingles, Joe"
1.0,bradley beal,"Hood, Rodney"
1.0,bradley beal,"Ajinca, Alexis"
1.0,andre miller,"Vasquez, Greivis"
1.0,nene hilario,"Baynes, Aron"
1.0,kyle lowry,"Lucas, Kalin"
1.0,amir johnson,"Amundson, Lou"
1.0,brian roberts,"Ginobili, Manu"
1.0,cody zeller,"Aldridge, LaMarcus"
1.0,gary neal,"Thompson, Klay"
1.0,gerald henderson,"Roberson, Andre"
1.0,lance stephenson,"Lawson, Ty"
1.0,enes kanter,"Aldemir, Furkan"
1.0,dante exum,"Smith, Greg"
1.0,trey burke,"Wallace, Gerald"
1.0,jordan hill,"Maxiell, Jason"
1.0,nick young,"Green, Willie"
1.0,nick young,"Korver, Kyle"
1.0,robert sacre,"Papanikolaou, Kostas"
1.0,harrison barnes,"Ibaka, Serge"
1.0,draymond green,"Paul, Chris"
1.0,draymond green,"Matthews, Wesley"
1.0,al horford,"Farmar, Jordan"
1.0,paul millsap,"Singler, Kyle"
1.0,pero antic,"Lillard, Damian"
1.0,jeff teague,"Anderson, Alan"
1.0,luke babbitt,"Belinelli, Marco"
1.0,luke babbitt,"Johnson, Wesley"
1.0,dante cunningham,"Jones, Perry"
1.0,kyle lowry,"Humphries, Kris"
1.0,kyle lowry,"Thomas, Isaiah"
1.0,terrence ross,"Bryant, Kobe"
1.0,brian roberts,"Robinson, Nate"
1.0,gary neal,"Dedmon, Dewayne"
1.0,jason maxiell,"Morris, Darius"
1.0,enes kanter,"Singler, Kyle"
1.0,wayne ellington,"Shumpert, Iman"
1.0,wayne ellington,"Barbosa, Leandro"
1.0,marreese speights,"Diaw, Boris"
1.0,dennis schroder,"Biyombo, Bismack"
1.0,paul millsap,"Garnett, Kevin"
1.0,paul millsap,"Johnson, Wesley"
1.0,mike scott,"Nicholson, Andrew"
1.0,jeff teague,"Arthur, Darrell"
1.0,demarre carroll,"Anthony, Carmelo"
1.0,marcin gortat,"Kanter, Enes"
1.0,andre miller,"Crowder, Jae"
1.0,brian roberts,"Griffin, Blake"
1.0,gary neal,"Gobert, Rudy"
1.0,dante exum,"Aldemir, Furkan"
1.0,wayne ellington,"Wade, Dwyane"
1.0,wayne ellington,"Walker, Henry"
1.0,wayne ellington,"Lawson, Ty"
1.0,andre iguodala,"Copeland, Chris"
1.0,al horford,"Holiday, Jrue"
1.0,pero antic,"Evans, Tyreke"
1.0,kris humphries,"Andersen, Chris"
1.0,garrett temple,"Williams, Shawne"
1.0,john wall,"Jordan, DeAndre"
1.0,tyreke evans,"Pondexter, Quincy"
1.0,dante cunningham,"Allen, Lavoy"
1.0,terrence ross,"Prigioni, Pablo"
1.0,bismack biyombo,"Zeller, Tyler"
1.0,al jefferson,"Snell, Tony"
1.0,gerald henderson,"Sampson, JaKarr"
1.0,kemba walker,"Fournier, Evan"
1.0,kemba walker,"Nowitzki, Dirk"
1.0,kemba walker,"Freeland, Joel"
1.0,michael kidd-gilchrist,"Nicholson, Andrew"
1.0,lance stephenson,"Oladipo, Victor"
1.0,lance stephenson,"Waiters, Dion"
1.0,trevor booker,"Henson, John"
1.0,trevor booker,"Green, Draymond"
1.0,jeremy lin,"Watson, CJ"
1.0,ed davis,"McCollum, CJ"
1.0,wayne ellington,"Hummel, Robbie"
1.0,leandro barbosa,"Patterson, Patrick"
1.0,stephen curry,"Withey, Jeff"
1.0,klay thompson,"Jack, Jarrett"
1.0,marreese speights,"Hansbrough, Tyler"
1.0,marreese speights,"Adrien, Jeff"
1.0,marreese speights,"Caldwell-Pope, Kentavious"
1.0,marreese speights,"Stauskas, Nik"
1.0,andre iguodala,"Henson, John"
1.0,thabo sefolosha,"Lin, Jeremy"
1.0,kyle korver,"Harris, Tobias"
1.0,kent bazemore,"Clark, Ian"
1.0,mike scott,"Beasley, Michael"
1.0,mike scott,"Bogut, Andrew"
1.0,mike scott,"Gallinari, Danilo"
1.0,jeff teague,"Mbah a Moute, Luc"
1.0,paul pierce,"Plumlee, Mason"
1.0,paul pierce,"Chandler, Tyson"
1.0,alexis ajinca,"Green, Willie"
1.0,alexis ajinca,"Zeller, Cody"
1.0,jimmer dredette,"Frye, Channing"
1.0,tyler hansbrough,"Scott, Mike"
1.0,brian roberts,"Dinwiddie, Spencer"
1.0,michael kidd-gilchrist,"Booker, Trevor"
1.0,dante exum,"Barnes, Matt"
1.0,dante exum,"Chalmers, Mario"
1.0,trey burke,"Carroll, DeMarre"
1.0,trey burke,"Jones, Terrence"
1.0,wesley johnson,"Gortat, Marcin"
1.0,wesley johnson,"Conley, Mike"
1.0,wesley johnson,"Millsap, Paul"
1.0,robert sacre,"Williams, Deron"
1.0,leandro barbosa,"Gasol, Pau"
