hit_rate,player,defender
1.0,robbie hummel,"Harris, Tobias"
1.0,ray mccallum,"Smith, Ish"
1.0,carl landry,"Shved, Alexey"
1.0,ramon sessions,"Baynes, Aron"
1.0,anthony morrow,"Aminu, Al-Farouq"
1.0,jj redick,"Thomas, Malcolm"
1.0,jj redick,"Adams, Steven"
1.0,spencer hawes,"Favors, Derrick"
1.0,derrick rose,"Douglas, Toney"
1.0,tony snell,"Leuer, Jon"
1.0,aaron brooks,"Watson, CJ"
1.0,cj mccollum,"McLemore, Ben"
1.0,lamarcus aldridge,"Mills, Patty"
1.0,gorgui dieng,"Morris, Marcus"
1.0,mo williams,"Evans, Tyreke"
1.0,anthony bennett,"Lopez, Robin"
1.0,anthony bennett,"Teletovic, Mirza"
1.0,zach lavine,"Ellington, Wayne"
1.0,shabazz muhammad,"Zeller, Tyler"
1.0,chase budinger,"Batum, Nicolas"
1.0,robbie hummel,"Green, Danny"
1.0,kevin garnett,"Jordan, DeAndre"
1.0,jerome jordan,"Millsap, Elijah"
1.0,ben mclemore,"Mills, Patty"
1.0,ben mclemore,"Zeller, Tyler"
1.0,omri casspi,"Wear, Travis"
1.0,steve adams,"Bryant, Kobe"
1.0,matt barnes,"Hinrich, Kirk"
1.0,jj redick,"Frye, Channing"
1.0,jordan farmar,"Jerebko, Jonas"
1.0,glen davis,"Ajinca, Alexis"
1.0,kirk hinrich,"McDaniels, KJ"
1.0,joakim noah,"Matthews, Wesley"
1.0,cj mccollum,"Sims, Henry"
1.0,steve blake,"Patterson, Patrick"
1.0,lamarcus aldridge,"Chalmers, Mario"
1.0,lamarcus aldridge,"Davies, Brandon"
1.0,andrew wiggins,"Green, Erick"
1.0,shabazz muhammad,"McDaniels, KJ"
1.0,joe johnson,"Hollins, Ryan"
1.0,darren collison,"Smith, Josh"
1.0,omri casspi,"Udoh, Ekpe"
1.0,matt barnes,"Lowry, Kyle"
1.0,matt barnes,"Morris, Marcus"
1.0,chris paul,"Granger, Danny"
1.0,hedo turkoglu,"Blake, Steve"
1.0,jordan farmar,"Cole, Norris"
1.0,glen davis,"Miller, Andre"
1.0,derrick rose,"Speights, Marreese"
1.0,jimmy butler,"Harris, Gary"
1.0,jimmy butler,"Randolph, Zach"
1.0,nikola mirotic,"Ellington, Wayne"
1.0,joakim noah,"Dalembert, Samuel"
1.0,andrew wiggins,"Anderson, Kyle"
1.0,gorgui dieng,"Bazemore, Kent"
1.0,anthony bennett,"Millsap, Paul"
1.0,robbie hummel,"Schroder, Dennis"
1.0,alan anderson,"Bayless, Jerryd"
1.0,carl landry,"Drummond, Andre"
1.0,derrick williams,"Morris, Markieff"
1.0,ramon sessions,"Haywood, Brendan"
1.0,ramon sessions,"Barbosa, Leandro"
1.0,ramon sessions,"Joseph, Cory"
1.0,nick collison,"Villanueva, Charlie"
1.0,nick collison,"Teletovic, Mirza"
1.0,russell westbrook,"Neal, Gary"
1.0,jamal crawford,"Dunleavy, Mike"
1.0,jamal crawford,"Bradley, Avery"
1.0,jamal crawford,"Meeks, Jodie"
1.0,jj redick,"Mekel, Gal"
1.0,spencer hawes,"Leonard, Meyers"
1.0,spencer hawes,"Green, Danny"
1.0,pau gasol,"Wiggins, Andrew"
1.0,aaron brooks,"Beverley, Patrick"
1.0,lamarcus aldridge,"Ellington, Wayne"
1.0,nicolas batum,"Miller, Mike"
1.0,chris kaman,"Carter, Vince"
1.0,chris kaman,"Jack, Jarrett"
1.0,thaddeus young,"Augustin, D.J."
1.0,mirza teletovic,"Dawkins, Andre"
1.0,kevin garnett,"Redick, JJ"
1.0,bojan bogdanovic,"Smith, J.R."
1.0,darren collison,"Ajinca, Alexis"
1.0,rudy gay,"Beverley, Patrick"
1.0,reggie jackson,"Korver, Kyle"
1.0,kendrick perkins,"Gasol, Marc"
1.0,russell westbrook,"Pekovic, Nikola"
1.0,spencer hawes,"Hood, Rodney"
1.0,jordan farmar,"Lee, David"
1.0,blake griffin,"Middleton, Khris"
1.0,kirk hinrich,"Bledsoe, Eric"
1.0,pau gasol,"Barnes, Harrison"
1.0,nikola mirotic,"Pierce, Paul"
1.0,aaron brooks,"Matthews, Wesley"
1.0,cj mccollum,"Joseph, Cory"
1.0,zach lavine,"Faried, Kenneth"
1.0,robbie hummel,"Gordon, Eric"
1.0,mirza teletovic,"Bradley, Avery"
1.0,mirza teletovic,"Millsap, Paul"
1.0,mirza teletovic,"Wroten, Tony"
1.0,deron williams,"Neal, Gary"
1.0,deron williams,"Sims, Henry"
1.0,bojan bogdanovic,"Crowder, Jae"
1.0,rudy gay,"O'Quinn, Kyle"
1.0,ramon sessions,"Green, Danny"
1.0,ramon sessions,"Faried, Kenneth"
1.0,anthony morrow,"Seraphin, Kevin"
1.0,matt barnes,"Drummond, Andre"
1.0,deandre jordan,"Fournier, Evan"
1.0,spencer hawes,"Rubio, Ricky"
1.0,spencer hawes,"Lee, David"
1.0,joakim noah,"Len, Alex"
1.0,alan crabbe,"Johnson, Joe"
1.0,damian lillard,Nene
1.0,andrew wiggins,"Bazemore, Kent"
1.0,mo williams,"Butler, Rasual"
1.0,robbie hummel,"Mbah a Moute, Luc"
1.0,mirza teletovic,"Pierce, Paul"
1.0,mason plumlee,"Ilyasova, Ersan"
1.0,alan anderson,"Davies, Brandon"
1.0,joe johnson,"Barea, Jose Juan"
1.0,steve adams,"Price, Ronnie"
1.0,derrick williams,"Haywood, Brendan"
1.0,omri casspi,"Favors, Derrick"
1.0,omri casspi,"Lee, David"
1.0,omri casspi,"Lawson, Ty"
1.0,serge ibaka,"Grant, Jerami"
1.0,matt barnes,"Hardaway Jr., Tim"
1.0,hedo turkoglu,"Seraphin, Kevin"
1.0,glen davis,"McLemore, Ben"
1.0,pau gasol,"Irving, Kyrie"
1.0,jimmy butler,"Wade, Dwyane"
1.0,steve blake,"Webster, Martell"
1.0,chris kaman,"Turner, Evan"
1.0,zach lavine,"Hinrich, Kirk"
1.0,robbie hummel,"Rush, Brandon"
1.0,ray mccallum,"Butler, Caron"
1.0,darren collison,"O'Quinn, Kyle"
1.0,nik stauskas,"Middleton, Khris"
1.0,demarcus cousins,"Lin, Jeremy"
1.0,russell westbrook,"Millsap, Paul"
1.0,matt barnes,"Barnes, Harrison"
1.0,jj redick,"Baynes, Aron"
1.0,deandre jordan,"Walker, Kemba"
1.0,kirk hinrich,"Gay, Rudy"
1.0,pau gasol,"Ellis, Monta"
1.0,derrick rose,"Gobert, Rudy"
1.0,derrick rose,"Dudley, Jared"
1.0,jimmy butler,"Millsap, Paul"
1.0,aaron brooks,"Biyombo, Bismack"
1.0,wesley matthews,"Exum, Dante"
1.0,wesley matthews,"Jenkins, John"
1.0,wesley matthews,"Thompson, Hollis"
1.0,chase budinger,"Miller, Mike"
1.0,chase budinger,"Ayres, Jeff"
1.0,deron williams,"Wall, John"
1.0,nik stauskas,"Bennett, Anthony"
1.0,demarcus cousins,"Adrien, Jeff"
1.0,ramon sessions,"Collison, Nick"
1.0,reggie jackson,"Robinson, Thomas"
1.0,jamal crawford,"Thomas, Lance"
1.0,chris paul,"Zeller, Tyler"
1.0,kirk hinrich,"Rivers, Austin"
1.0,pau gasol,"Butler, Caron"
1.0,joakim noah,"Landry, Carl"
1.0,cj mccollum,"Napier, Shabazz"
1.0,nicolas batum,"Jordan, DeAndre"
1.0,mo williams,"Adams, Steven"
1.0,anthony bennett,"Cunningham, Dante"
1.0,zach lavine,"Henson, John"
1.0,shabazz muhammad,"Collison, Nick"
1.0,alan anderson,"Wade, Dwyane"
1.0,deron williams,"Humphries, Kris"
1.0,reggie jackson,"Barbosa, Leandro"
1.0,kendrick perkins,"Davis, Anthony"
1.0,serge ibaka,"Smith, Greg"
1.0,serge ibaka,"DeRozan, DeMar"
1.0,anthony morrow,"LaVine, Zach"
1.0,jamal crawford,"Baynes, Aron"
1.0,hedo turkoglu,"Matthews, Wesley"
1.0,hedo turkoglu,"Sefolosha, Thabo"
1.0,blake griffin,"Scott, Mike"
1.0,nikola mirotic,"Napier, Shabazz"
1.0,cj mccollum,"Nowitzki, Dirk"
1.0,steve blake,"Smith, Josh"
1.0,steve blake,"Henderson, Gerald"
1.0,chris kaman,"Jordan, Jerome"
1.0,shabazz muhammad,"Anderson, Kyle"
1.0,mirza teletovic,"Lopez, Robin"
1.0,deron williams,"Randolph, Zach"
1.0,deron williams,"Mbah a Moute, Luc"
1.0,bojan bogdanovic,"Prigioni, Pablo"
1.0,ben mclemore,"McCollum, CJ"
1.0,demarcus cousins,"Wright, Dorell"
1.0,omri casspi,"Williams, Deron"
1.0,reggie jackson,"Sampson, JaKarr"
1.0,reggie jackson,"Burks, Alec"
1.0,anthony morrow,"Stephenson, Lance"
1.0,chris paul,"Johnson, Wesley"
1.0,spencer hawes,"Prigioni, Pablo"
1.0,blake griffin,"Leuer, Jon"
1.0,glen davis,"McGary, Mitch"
1.0,taj gibson,"Hayes, Charles"
1.0,nikola mirotic,"Wall, John"
1.0,damian lillard,"Lopez, Brook"
1.0,zach lavine,"Gay, Rudy"
1.0,brook lopez,"Cole, Norris"
1.0,alan anderson,"Brewer, Corey"
1.0,bojan bogdanovic,"Johnson, Amir"
1.0,kevin garnett,"Blake, Steve"
1.0,nik stauskas,"Rivers, Austin"
1.0,reggie jackson,"Faried, Kenneth"
1.0,jj redick,"Walker, Kemba"
1.0,hedo turkoglu,"Belinelli, Marco"
1.0,hedo turkoglu,"Villanueva, Charlie"
1.0,aaron brooks,"Speights, Marreese"
1.0,joakim noah,"Martin, Kevin"
1.0,steve blake,"Covington, Robert"
1.0,chris kaman,"Wade, Dwyane"
1.0,gorgui dieng,"Gordon, Eric"
1.0,gorgui dieng,"Anderson, Alan"
1.0,zach lavine,"Humphries, Kris"
1.0,zach lavine,"Payton, Elfrid"
1.0,mason plumlee,"Hardaway Jr., Tim"
1.0,mason plumlee,"Morris, Marcus"
1.0,deron williams,"Cunningham, Dante"
1.0,ray mccallum,"Lin, Jeremy"
1.0,kendrick perkins,"Holiday, Justin"
1.0,serge ibaka,"James, LeBron"
1.0,jeremy lamb,"Harden, James"
1.0,jamal crawford,"Williams, Mo"
1.0,glen davis,"Butler, Rasual"
1.0,kirk hinrich,"Lowry, Kyle"
1.0,aaron brooks,"Booker, Trevor"
1.0,damian lillard,"Mayo, O.J."
1.0,damian lillard,"Acy, Quincy"
1.0,damian lillard,"Jones, Perry"
1.0,robbie hummel,"Thomas, Isaiah"
1.0,brook lopez,"Drummond, Andre"
1.0,mason plumlee,"Faried, Kenneth"
1.0,deron williams,"Thompson, Tristan"
1.0,joe johnson,"Collison, Darren"
1.0,bojan bogdanovic,"Harden, James"
1.0,jarrett jack,"Barnes, Matt"
1.0,carl landry,"Lowry, Kyle"
1.0,ben mclemore,"Jerebko, Jonas"
1.0,derrick williams,"Marion, Shawn"
1.0,derrick williams,"Speights, Marreese"
1.0,serge ibaka,"Ezeli, Festus"
1.0,deandre jordan,"Scola, Luis"
1.0,glen davis,"Brand, Elton"
1.0,aaron brooks,"Casspi, Omri"
1.0,wesley matthews,"Wear, Travis"
1.0,lamarcus aldridge,"McCallum, Ray"
1.0,damian lillard,"Casspi, Omri"
1.0,damian lillard,"Gay, Rudy"
1.0,andrew wiggins,"Mirotic, Nikola"
1.0,brook lopez,"Hill, Solomon"
1.0,alan anderson,"Gortat, Marcin"
1.0,alan anderson,"Drummond, Andre"
1.0,joe johnson,"Ennis, James"
1.0,joe johnson,"Bonner, Matt"
1.0,carl landry,"Faried, Kenneth"
1.0,ben mclemore,"Marion, Shawn"
1.0,omri casspi,"Dieng, Gorgui"
1.0,reggie jackson,"Seraphin, Kevin"
1.0,reggie jackson,"Williams, Lou"
1.0,serge ibaka,"Bradley, Avery"
1.0,jamal crawford,"Pierce, Paul"
1.0,matt barnes,"Parker, Tony"
1.0,deandre jordan,"Collison, Nick"
1.0,jimmy butler,"Splitter, Tiago"
1.0,lamarcus aldridge,"Casspi, Omri"
1.0,damian lillard,"Kidd-Gilchrist, Michael"
1.0,chris kaman,"Middleton, Khris"
1.0,chris kaman,"Jones, Perry"
1.0,gorgui dieng,"Ellington, Wayne"
1.0,chase budinger,"Allen, Tony"
1.0,mirza teletovic,"Mack, Shelvin"
1.0,deron williams,"Green, Draymond"
1.0,ramon sessions,"Hansbrough, Tyler"
1.0,andre roberson,"Gordon, Aaron"
1.0,jamal crawford,"Lowry, Kyle"
1.0,jamal crawford,"Young, Nick"
1.0,jimmy butler,"Kanter, Enes"
1.0,nikola mirotic,"Jones, Terrence"
1.0,wesley matthews,"Deng, Luol"
1.0,damian lillard,"Dellavedova, Matthew"
1.0,damian lillard,"Dalembert, Samuel"
1.0,anthony bennett,"Wallace, Gerald"
1.0,chase budinger,"Lopez, Robin"
1.0,alan anderson,"Livingston, Shaun"
1.0,alan anderson,"Crowder, Jae"
1.0,nik stauskas,"Aldrich, Cole"
1.0,demarcus cousins,"Marion, Shawn"
1.0,reggie jackson,"Barnes, Harrison"
1.0,andre roberson,"Kelly, Ryan"
1.0,steve adams,"Dragic, Goran"
1.0,jamal crawford,"Thomas, Isaiah"
1.0,jamal crawford,"Sanders, Larry"
1.0,jj redick,"Papanikolaou, Kostas"
1.0,chris paul,"Iguodala, Andre"
1.0,deandre jordan,"Knight, Brandon"
1.0,spencer hawes,"Allen, Tony"
1.0,spencer hawes,"Collison, Darren"
1.0,glen davis,"Larkin, Shane"
1.0,nikola mirotic,"Henderson, Gerald"
1.0,nikola mirotic,"Jack, Jarrett"
1.0,aaron brooks,"Baynes, Aron"
1.0,damian lillard,"Jackson, Reggie"
1.0,chris kaman,"Foye, Randy"
1.0,andrew wiggins,"Gee, Alonzo"
1.0,gorgui dieng,"Davis, Glen"
1.0,gorgui dieng,"Allen, Lavoy"
1.0,chase budinger,"Tucker, PJ"
1.0,alan anderson,"Williams, Lou"
1.0,deron williams,"Lee, Courtney"
1.0,joe johnson,"Gordon, Ben"
1.0,ben mclemore,"Miller, Mike"
1.0,serge ibaka,"Turner, Evan"
1.0,steve adams,"Pachulia, Zaza"
1.0,glen davis,"Aldrich, Cole"
1.0,cj mccollum,"Smith, Ish"
1.0,wesley matthews,"Varejao, Anderson"
1.0,andrew wiggins,"Green, Draymond"
1.0,mo williams,"Green, Draymond"
1.0,zach lavine,"Jones, Perry"
1.0,zach lavine,"Garcia, Francisco"
1.0,mirza teletovic,"Whiteside, Hassan"
1.0,kevin garnett,"Rose, Derrick"
1.0,jarrett jack,"Green, Danny"
1.0,ray mccallum,"Williams, Deron"
1.0,demarcus cousins,"Bledsoe, Eric"
1.0,nick collison,"Johnson, James"
1.0,kirk hinrich,"Carroll, DeMarre"
1.0,jimmy butler,"Gortat, Marcin"
1.0,tony snell,"Sullinger, Jared"
1.0,steve blake,"Moore, E'Twaun"
1.0,chris kaman,"Evans, Reggie"
1.0,zach lavine,"Roberts, Brian"
1.0,shabazz muhammad,"Barnes, Harrison"
1.0,alan anderson,"Green, Draymond"
1.0,deron williams,"Tucker, PJ"
1.0,nik stauskas,"Augustin, D.J."
1.0,rudy gay,"Scola, Luis"
1.0,omri casspi,"Ajinca, Alexis"
1.0,jordan farmar,"Miles, CJ"
1.0,jordan farmar,"Goodwin, Archie"
1.0,taj gibson,"Dieng, Gorgui"
1.0,nikola mirotic,"Diaw, Boris"
1.0,wesley matthews,"Jack, Jarrett"
1.0,steve blake,"Vasquez, Greivis"
1.0,lamarcus aldridge,"Williams, Derrick"
1.0,shabazz muhammad,"Carter-Williams, Michael"
1.0,mirza teletovic,"Beal, Bradley"
1.0,mirza teletovic,"Whittington, Shayne"
1.0,alan anderson,"Temple, Garrett"
1.0,ben mclemore,"Barton, Will"
1.0,derrick williams,"Tucker, PJ"
1.0,nik stauskas,"Waiters, Dion"
1.0,reggie jackson,"Ginobili, Manu"
1.0,anthony morrow,"Chandler, Wilson"
1.0,andre roberson,"Bledsoe, Eric"
1.0,matt barnes,"Bass, Brandon"
1.0,chris paul,"Thomas, Malcolm"
1.0,chris paul,"Aldrich, Cole"
1.0,spencer hawes,"Sampson, JaKarr"
1.0,jimmy butler,"Green, Gerald"
1.0,jimmy butler,"Shved, Alexey"
1.0,cj mccollum,"Barnes, Matt"
1.0,chris kaman,"Pierce, Paul"
1.0,andrew wiggins,"Garcia, Francisco"
1.0,anthony bennett,"Kaman, Chris"
1.0,zach lavine,"Wright, Brandan"
1.0,mason plumlee,"Bonner, Matt"
1.0,kevin garnett,"West, David"
1.0,kevin garnett,"Adams, Steven"
1.0,bojan bogdanovic,"Millsap, Elijah"
1.0,derrick williams,"Warren, TJ"
1.0,kendrick perkins,"Wade, Dwyane"
1.0,serge ibaka,"Amundson, Lou"
1.0,anthony morrow,"Leuer, Jon"
1.0,andre roberson,"Muhammad, Shabazz"
1.0,jeremy lamb,"Young, Nick"
1.0,derrick rose,"Teletovic, Mirza"
1.0,jimmy butler,"Scola, Luis"
1.0,nikola mirotic,"Deng, Luol"
1.0,tony snell,"Green, Jeff"
1.0,tony snell,"Hill, Solomon"
1.0,aaron brooks,"Lee, David"
1.0,wesley matthews,"Sullinger, Jared"
1.0,mo williams,"Gibson, Taj"
1.0,alan anderson,"Gallinari, Danilo"
1.0,jarrett jack,"Barton, Will"
1.0,spencer hawes,"Miles, CJ"
1.0,nik stauskas,"Daniels, Troy"
1.0,matt barnes,"Williams, Deron"
1.0,kirk hinrich,"Parker, Tony"
1.0,lamarcus aldridge,"Bledsoe, Eric"
1.0,anthony bennett,"Kanter, Enes"
1.0,anthony bennett,"Aldridge, LaMarcus"
1.0,shabazz muhammad,"Arthur, Darrell"
1.0,robbie hummel,"Stuckey, Rodney"
1.0,robbie hummel,"McDaniels, KJ"
1.0,joe johnson,"Olynyk, Kelly"
1.0,derrick williams,"Ginobili, Manu"
1.0,darren collison,"Vasquez, Greivis"
1.0,demarcus cousins,"Mirotic, Nikola"
1.0,nick collison,"Hollins, Ryan"
1.0,reggie jackson,"Iguodala, Andre"
1.0,jeremy lamb,"Young, Thaddeus"
1.0,taj gibson,"Blake, Steve"
1.0,nikola mirotic,"Sefolosha, Thabo"
1.0,nicolas batum,"Johnson, Amir"
1.0,nicolas batum,"Cousins, DeMarcus"
1.0,gorgui dieng,"Baynes, Aron"
1.0,robbie hummel,"Acy, Quincy"
1.0,kevin garnett,"Hickson, JJ"
1.0,kevin garnett,"Roberson, Andre"
1.0,carl landry,"Kaman, Chris"
1.0,ben mclemore,"Harris, Joe"
1.0,ben mclemore,"Arthur, Darrell"
1.0,nik stauskas,"Conley, Mike"
1.0,serge ibaka,"Dudley, Jared"
1.0,chris paul,"Beal, Bradley"
1.0,deandre jordan,"Sacre, Robert"
1.0,taj gibson,"Watson, CJ"
1.0,joakim noah,"Hairston, PJ"
1.0,cj mccollum,"Hood, Rodney"
1.0,cj mccollum,"Bledsoe, Eric"
1.0,alan crabbe,"Westbrook, Russell"
1.0,alan crabbe,"Lee, Courtney"
1.0,bojan bogdanovic,"Turkoglu, Hedo"
1.0,ray mccallum,"Afflalo, Arron"
1.0,carl landry,"Bennett, Anthony"
1.0,ben mclemore,"Acy, Quincy"
1.0,ben mclemore,"Green, Willie"
1.0,demarcus cousins,"Brewer, Corey"
1.0,omri casspi,"Wiggins, Andrew"
1.0,reggie jackson,"Hickson, JJ"
1.0,jamal crawford,"Wall, John"
1.0,chris paul,"Casspi, Omri"
1.0,kirk hinrich,"Wade, Dwyane"
1.0,kirk hinrich,"Ginobili, Manu"
1.0,kirk hinrich,"Koufos, Kosta"
1.0,taj gibson,"Humphries, Kris"
1.0,jimmy butler,"Dorsey, Joey"
1.0,jimmy butler,"Williams, Lou"
1.0,wesley matthews,"Smith, Jason"
1.0,gorgui dieng,"Kaman, Chris"
1.0,mo williams,"Bogdanovic, Bojan"
1.0,mason plumlee,"Sefolosha, Thabo"
1.0,mason plumlee,"Freeland, Joel"
1.0,jason thompson,"Gee, Alonzo"
1.0,ben mclemore,"Durant, Kevin"
1.0,rudy gay,"Gasol, Pau"
1.0,nick collison,"Ross, Terrence"
1.0,reggie jackson,"O'Quinn, Kyle"
1.0,kendrick perkins,"Noel, Nerlens"
1.0,russell westbrook,"Ingles, Joe"
1.0,kirk hinrich,"Gortat, Marcin"
1.0,pau gasol,"Johnson, James"
1.0,nikola mirotic,"Mbah a Moute, Luc"
1.0,tony snell,"Kelly, Ryan"
1.0,steve blake,"Harkless, Maurice"
1.0,damian lillard,"Hill, Solomon"
1.0,damian lillard,"Smith, Greg"
1.0,chris kaman,"Ezeli, Festus"
1.0,mo williams,"Dalembert, Samuel"
1.0,thaddeus young,"Sacre, Robert"
1.0,chase budinger,"Stauskas, Nik"
1.0,mirza teletovic,"Butler, Jimmy"
1.0,deron williams,"Barnes, Harrison"
1.0,bojan bogdanovic,"Nowitzki, Dirk"
1.0,jarrett jack,"Parsons, Chandler"
1.0,ben mclemore,"Parsons, Chandler"
1.0,demarcus cousins,"Waiters, Dion"
1.0,andre roberson,"Lee, Courtney"
1.0,andre roberson,"Lee, David"
1.0,jeremy lamb,"Williams, Derrick"
1.0,steve adams,"Tucker, PJ"
1.0,hedo turkoglu,"Powell, Dwight"
1.0,spencer hawes,"Conley, Mike"
1.0,aaron brooks,"Dieng, Gorgui"
1.0,aaron brooks,"Conley, Mike"
1.0,anthony bennett,"Aldrich, Cole"
1.0,zach lavine,"Motiejunas, Donatas"
1.0,deron williams,"McCallum, Ray"
1.0,bojan bogdanovic,"Lawson, Ty"
1.0,jarrett jack,"Nelson, Jameer"
1.0,darren collison,"Thomas, Isaiah"
1.0,rudy gay,"Smith, Jason"
1.0,rudy gay,"Anderson, Ryan"
1.0,nick collison,"Drummond, Andre"
1.0,jj redick,"Leonard, Meyers"
1.0,jj redick,"Green, Draymond"
1.0,jj redick,"Diaw, Boris"
1.0,chris paul,"Canaan, Isaiah"
1.0,deandre jordan,"Ingles, Joe"
1.0,spencer hawes,"Green, Willie"
1.0,cj mccollum,"Evans, Jeremy"
1.0,gorgui dieng,"Porter, Otto"
1.0,robbie hummel,"Stephenson, Lance"
1.0,joe johnson,"Joseph, Cory"
1.0,bojan bogdanovic,"Young, Thaddeus"
1.0,ben mclemore,"Irving, Kyrie"
1.0,demarcus cousins,"Holiday, Jrue"
1.0,nick collison,"Thompson, Klay"
1.0,reggie jackson,"Motiejunas, Donatas"
1.0,kendrick perkins,"Young, Thaddeus"
1.0,andre roberson,"Fournier, Evan"
1.0,hedo turkoglu,"Gordon, Ben"
1.0,glen davis,"Bosh, Chris"
1.0,pau gasol,"Tucker, PJ"
1.0,pau gasol,"Lowry, Kyle"
1.0,nikola mirotic,"Turkoglu, Hedo"
1.0,nikola mirotic,"Zeller, Tyler"
1.0,wesley matthews,"Gutierrez, Jorge"
1.0,wesley matthews,"Allen, Lavoy"
1.0,mo williams,"Bonner, Matt"
1.0,shabazz muhammad,"Snell, Tony"
1.0,mirza teletovic,"Carroll, DeMarre"
1.0,kevin garnett,"Thomas, Lance"
1.0,alan anderson,"Burke, Trey"
1.0,bojan bogdanovic,"Humphries, Kris"
1.0,bojan bogdanovic,"Leonard, Meyers"
1.0,jarrett jack,"Ennis, James"
1.0,derrick williams,"Noah, Joakim"
1.0,darren collison,"Chalmers, Mario"
1.0,nik stauskas,"Ellis, Monta"
1.0,nik stauskas,"Miles, CJ"
1.0,kendrick perkins,"Young, James"
1.0,russell westbrook,"Stuckey, Rodney"
1.0,nikola mirotic,"Bogdanovic, Bojan"
1.0,nikola mirotic,"Karasev, Sergey"
1.0,aaron brooks,"Brewer, Corey"
1.0,joakim noah,"Favors, Derrick"
1.0,joakim noah,"Aldrich, Cole"
1.0,cj mccollum,"Frye, Channing"
1.0,wesley matthews,"Millsap, Paul"
1.0,wesley matthews,"Morris, Markieff"
1.0,chris kaman,"Wiggins, Andrew"
1.0,mo williams,"Leonard, Kawhi"
1.0,anthony bennett,"Plumlee, Mason"
1.0,zach lavine,"Hibbert, Roy"
1.0,shabazz muhammad,"Black, Tarik"
1.0,kevin garnett,"Antetokounmpo, Giannis"
1.0,nik stauskas,"Barea, Jose Juan"
1.0,demarcus cousins,"Lee, Courtney"
1.0,ramon sessions,"Lawson, Ty"
1.0,kendrick perkins,"Granger, Danny"
1.0,andre roberson,"Biyombo, Bismack"
1.0,andre roberson,"Jennings, Brandon"
1.0,steve adams,"Wall, John"
1.0,steve adams,"Smith, J.R."
1.0,steve adams,"Bass, Brandon"
1.0,jamal crawford,"Patterson, Patrick"
1.0,jamal crawford,"Humphries, Kris"
1.0,deandre jordan,"Felton, Raymond"
1.0,jordan farmar,"Rudez, Damjan"
1.0,jordan farmar,"Blake, Steve"
1.0,kirk hinrich,"Arthur, Darrell"
1.0,zach lavine,"Turkoglu, Hedo"
1.0,shabazz muhammad,"Daye, Austin"
1.0,darren collison,"Daniels, Troy"
1.0,rudy gay,"Mahinmi, Ian"
1.0,jamal crawford,"Marion, Shawn"
1.0,deandre jordan,"Sims, Henry"
1.0,spencer hawes,"Martin, Cartier"
1.0,pau gasol,"Patterson, Patrick"
1.0,taj gibson,"Antetokounmpo, Giannis"
1.0,nicolas batum,"Ariza, Trevor"
1.0,chris kaman,"Knight, Brandon"
1.0,gorgui dieng,"Monroe, Greg"
1.0,gorgui dieng,"Favors, Derrick"
1.0,anthony bennett,"Rondo, Rajon"
1.0,zach lavine,"Rush, Brandon"
1.0,thaddeus young,"Crowder, Jae"
1.0,alan anderson,"Chalmers, Mario"
1.0,alan anderson,"Copeland, Chris"
1.0,deron williams,"Butler, Caron"
1.0,joe johnson,"Young, Nick"
1.0,bojan bogdanovic,"Lamb, Jeremy"
1.0,jarrett jack,"Whiteside, Hassan"
1.0,steve blake,"Johnson, Wesley"
1.0,derrick williams,"Duncan, Tim"
1.0,derrick williams,"Hawes, Spencer"
1.0,nik stauskas,"Batum, Nicolas"
1.0,ramon sessions,"Brewer, Corey"
1.0,reggie jackson,"Wear, Travis"
1.0,jamal crawford,"Olynyk, Kelly"
1.0,jj redick,"Mozgov, Timofey"
1.0,jj redick,"Johnson, Wesley"
1.0,chris paul,"Babbitt, Luke"
1.0,spencer hawes,"Sullinger, Jared"
1.0,blake griffin,"Curry, Stephen"
1.0,kirk hinrich,"Evans, Tyreke"
1.0,nikola mirotic,"Pekovic, Nikola"
1.0,steve blake,"Conley, Mike"
1.0,lamarcus aldridge,"Scola, Luis"
1.0,ben mclemore,"Ariza, Trevor"
1.0,ramon sessions,"Pekovic, Nikola"
1.0,anthony morrow,"Jerebko, Jonas"
1.0,spencer hawes,"Haslem, Udonis"
1.0,jordan farmar,"Green, Draymond"
1.0,glen davis,"Jones, James"
1.0,glen davis,"Young, Thaddeus"
1.0,nikola mirotic,"Garnett, Kevin"
1.0,aaron brooks,"Green, Draymond"
1.0,joakim noah,"Zeller, Tyler"
1.0,cj mccollum,"Ingles, Joe"
1.0,steve blake,"Stauskas, Nik"
1.0,zach lavine,"Ibaka, Serge"
1.0,shabazz muhammad,"Thompson, Hollis"
1.0,chase budinger,"McDermott, Doug"
1.0,joe johnson,"Knight, Brandon"
1.0,jarrett jack,"Adams, Steven"
1.0,ray mccallum,"Allen, Tony"
1.0,carl landry,"Udrih, Beno"
1.0,ramon sessions,"Perkins, Kendrick"
1.0,jamal crawford,"Knight, Brandon"
1.0,chris paul,"Prigioni, Pablo"
1.0,chris paul,"Barnes, Harrison"
1.0,jimmy butler,"Green, Willie"
1.0,nikola mirotic,"Faried, Kenneth"
1.0,nikola mirotic,"Sacre, Robert"
1.0,nikola mirotic,"Johnson, James"
1.0,aaron brooks,"Jordan, Jerome"
1.0,lamarcus aldridge,"Copeland, Chris"
1.0,chris kaman,"Young, Thaddeus"
1.0,chase budinger,"Chalmers, Mario"
1.0,robbie hummel,"Hawes, Spencer"
